date,source,document_type,title,description,keywords,ref_no,url,filesize,source_id
2017-01-10,Central Bank of Nigeria,circulars,"List of Licensed Representative Offices of Foreign Banks in Nigeria as at January 9, 2017","List of Licensed Representative Offices of Foreign Banks in Nigeria as at January 9, 2017","Representative Offices,  Foreign Banks , Nigeria, CBN, Central Bank of Nigeria, January, 2017",FPR/DIR/GEN/CIR/06/009,"https://www.cbn.gov.ng/Out/2017/FPRD/LIST OF LICENSED REPRESENTATIVE OFFICES OF FOREIGN BANKs OPERATING IN NIGERIA AS AT JANUARY 9, 2017.pdf",63989,4915
2017-01-10,Central Bank of Nigeria,circulars,"List of Microfinance Banks (MFBs) in Nigeria as at January 9, 2017","List of Licensed Microfinance Banks (MFBs) in Nigeria as at January 9, 2017","MFBs, Microfinance Banks, CBN, Nigeria, January, 2017, Central Bank of Nigeria",FPR/DIR/GEN/CIR/06/006,"https://www.cbn.gov.ng/Out/2017/FPRD/LIST OF MICROFINANCE BANKS (MFBs) IN NIGERIA AS AT JANUARY 9, 2017.pdf",556936,4916
2017-01-17,Central Bank of Nigeria,circulars,Circular to Banks and Other Financial Institutions on Virtual Currency Operations in Nigeria,Circular to Banks and Other Financial Institutions on Virtual Currency Operations in Nigeria,"CBN, Nigeria, Bitcoin, Ripples, Monero, Litecoin, Dogecion, Onecoin, Virtual Currency, VC, Payment Products and Services, VCPPS, New Payment Products and Services, NPPS, Anti Money Laundering/Terrorism Financing, AML, ML, CFT, ML/TF, Nodes,VC",FPR/DIR/GEN/CIR/06/010,https://www.cbn.gov.ng/Out/2017/FPRD/AML January 2017 Circular to FIs on Virtual Currency.pdf,420988,4918
2017-01-17,Central Bank of Nigeria,circulars,Payment of Annual License Renewal Fee Through Electronic Channels,Payment of Annual License Renewal Fee Through Electronic Channels,"CBN, Annual, Renewal, Fee, BDC, Finance companies, FCs",FPR/LAD/CON/BDC/01/006,https://www.cbn.gov.ng/Out/2017/FPRD/LANDA LETTER ON PAYMENT OF ANNUAL RENEWAL FEE THROUGH ELECTRONIC CHANNEL.pdf,108437,4919
2017-02-01,Central Bank of Nigeria,circulars,Amendment of S4 Business Rules and Guidelines,,"S4, Authorised Dealers, ILF, CBN",FMD/DIR/GEN/CIR/08/001,https://www.cbn.gov.ng/Out/2017/FMD/Amendment of S4 Business Rules and Guidelines.pdf,222250,4930
2017-02-06,Central Bank of Nigeria,circulars,Anchor Borrowers’ Programme Guidelines,Guidelines for the Anchor Borrowers' Programme,Guidelines Anchor Borrowers' Programme Participating Financial Institutions ,DFD/CNM/GEN/GUI/01/001,https://www.cbn.gov.ng/Out/2017/DFD/Anchor Borrowers Programme Guidelines -DEC  2016.pdf,662897,4934
2017-02-06,Central Bank of Nigeria,circulars,Application of International Standard on Auditing (ISA) 701 (Communicating Key Audit Matters in the Independent Auditor’s Report) in the Banking Sector,,"cbn,bsd,banks,rule9,isa701,frcn",BSD/DIR/GEN/LAB/10/006,https://www.cbn.gov.ng/Out/2017/BSD/Application of International Standard on Auditing.pdf,132024,4933
2017-02-13,Central Bank of Nigeria,circulars,Review of the Limit on Foreign Borrowing by Banks,Review of the Limit on Foreign Borrowing by Banks,Review of the Limit on Foreign Borrowing by Banks,BSD/DIR/GEN/LAB/10/009 ,https://www.cbn.gov.ng/Out/2017/BSD/Circular on the  Review of the limit of foreign borrowing by banks.pdf,94065,5007
2017-02-21,Central Bank of Nigeria,circulars,Guideline on The Operationalization of The New Policy on PTA and School Fees,Guideline on The Operationalization of The New Policy on PTA and School Fees,"PTA, FOREX",FMD-DIR-CIR-GEN-08-003,https://www.cbn.gov.ng/Out/2017/CCD/Circular on new policy on PTA School fees.pdf,334499,4949
2017-03-01,Central Bank of Nigeria,circulars,"Circular to all Banks on Regulatory Guidelines for the Redesigned Credit Risk Management System (CRMS) for Commercial, Merchant and Non-Interest Banks in Nigeria, ",,"CRMS, Credit Risk Management System, Redesigned CRMS for Commercial, Merchant and Non-Interest Banks, Guidelines, CBN, Central Bank of Nigeria",FPR/DIR/GEN/CRM/06/012,https://www.cbn.gov.ng/Out/2017/FPRD/CIRCULAR TO BANKS ON REDESIGNED CRMS.pdf,305075,4956
2017-03-01,Central Bank of Nigeria,circulars,"Circular to all Commercial, Merchant and Non-Interest Banks on Identification of some Borrowers' Records without BVN or TIN Migrated from the Stop-Gap to the Redesigned Credit Risk Management System (CRMS)",,"Identification of some Borrowers' Records without BVN or TIN, CBN, Central Bank of Nigeria, Financial Policy and Regulation Department, Borrower Identification,CRMS",FPR/DIR/GEN/CRM/06/013,"https://www.cbn.gov.ng/Out/2017/FPRD/CIRCULAR TO COMMERCIAL, MERCHANT AND  NON-INTEREST BANKS 1.pdf",182560,4960
2017-03-03,Central Bank of Nigeria,circulars,"Accounting Treatment for Micro, Small and Medium Enterprises Development Fund (MSMEDF)","Accounting Treatment for Micro, Small and Medium Enterprises Development Fund (MSMEDF)",MSMEDF,OFI/7/69,https://www.cbn.gov.ng/Out/2017/CCD/Letter to all DFIs MFBs and FCs on Accounting Treatment for MSMEDF.pdf,764087,4977
2017-03-03,Central Bank of Nigeria,circulars,Immediate Adoption of Examiners Recommeded Provision and Audit Adjustments by the OFIs,Immediate Adoption of Examiners Recommeded Provision and Audit Adjustments by the OFIs,Examiners Provision,OFI/17/70,https://www.cbn.gov.ng/Out/2017/CCD/Letter to all OFIs - Immediate adoption of Examiners Recommended Provision and Audit Adjustments.pdf,721986,4975
2017-03-05,Central Bank of Nigeria,circulars,Circular to all Authorized Dealers on improved Foreign Exchange Liquidity,Circular to all Authorized Dealers on improved Foreign Exchange Liquidity,FX; forex; liquidy,FMD/DIR/CIR/GEN/08/006,https://www.cbn.gov.ng/Out/2017/CCD/Circular on PTA and School Fees3March2017.pdf,216852,4979
2017-03-31,Central Bank of Nigeria,circulars,Guidelines for the Operations of the Agri-Business/Small and Medium Enterprises Investment Scheme (AGSMEIS),Guidelines for the Operations of the Agri-Business/Small and Medium Enterprises Investment Scheme (AGSMEIS),AGSMEIS Agri-business Investment SMEs Investee bankers' Committee,DFD/MSEF/GEN/01/017,https://www.cbn.gov.ng/Out/2017/DFD/Guidelines on AGSMEIS.pdf,381452,4997
2017-03-31,Central Bank of Nigeria,circulars,Revised Guidelines on Bancassurance Referral Model,Revised Guidelines on Bancassurance Referral Model,Revised Guidelines on Bancassurance Referral Model,BSD/DIR/GEN/LAB/10/016,https://www.cbn.gov.ng/Out/2017/BSD/Revised CBN Guidelines  on Bancassurance March 2017 -final.pdf,294535,4996
2017-04-06,Central Bank of Nigeria,circulars,Guidelines on the Regulation and Supervision of Non-Interest (Islamic) Microfinance Banks in Nigeria,,"Non-Interest Bank, NIB, NIMFBs, MFBs, Microfinance Bank, CBN, Central Bank of Nigeria",FPR/DIR/GEN/CIR/06/016,https://www.cbn.gov.ng/Out/2017/FPRD/GUIDELINES FOR REG. AND SUP. OF NIMFB.pdf,8330491,5002
2017-04-10,Central Bank of Nigeria,circulars,Foreign Exchange Payment for Small Scale Importation,"Support of sme FOR 20,000 usd per quarter","FX, SME, import",TED/FEM/FPC/GEN/01/002,https://www.cbn.gov.ng/Out/2017/CCD/fx for small scale importation apr 2017.pdf,33795,5005
2017-04-18,Central Bank of Nigeria,circulars,Re: Foreign Exchange Payment for Small-Scale Importation,,"SME, small scale importation",TED/FEM/FPC/GEN/01/003,https://www.cbn.gov.ng/Out/2017/TED/TED.FEM.FPC.GEN.01.003.pdf,55340,5009
2017-04-20,Central Bank of Nigeria,circulars,Re: Circular on the Implementation of Interchange Fee,Re: Circular on the Implementation of Interchange Fee,Re: Circular on the Implementation of Interchange Fee,BPS/DIR/GEN/CIR/04/003,https://www.cbn.gov.ng/Out/2017/BPSD/Circular on the Suspension of the Implementation of Interchange Fee.pdf,143799,5011
2017-04-20,Central Bank of Nigeria,circulars,"Revised Import and Export Documentation and Timeline for Processing Form ""NXP""","Revised Import and Export Documentation and Timeline for Processing Form ""NXP""",NXP,TED/FEM/FPC/GEN/01/004,https://www.cbn.gov.ng/Out/2017/CCD/Revised Import and Export Docs.pdf,46923,5010
2017-04-21,Central Bank of Nigeria,circulars,Establishment of Investors and Exporters FX Window,,"CBN, FMD, INVESTORS,EXPORTERS, FX",FMD/DIR/CIR/GEN/08/007,https://www.cbn.gov.ng/Out/2017/FMD/ESTABLISHMENT OF INVESTORS' & EXPORTERS' FX WINDOW.pdf,1394595,5016
2017-04-21,Central Bank of Nigeria,circulars,Re: Circular On National Implementation of The Cash-Less Policy,Cash-less Policy,Cash-less Policy,BPS/DIR/GEN/CIR/04/004,https://www.cbn.gov.ng/Out/2017/CCD/CIRCULAR reversed policy.pdf,235750,5012
2017-04-21,Central Bank of Nigeria,circulars,The Guide to Charges by Banks and Other Financial Institutions in Nigeria 2017 (UPDATED),,"Guide to Charges by Banks and Other Financial Institutions in Nigeria, CBN, Charges, Banks, Other Financial Institution, Mobile payment operators, 2017 ",FPR/DIR/GEN/CIR/06/017,https://www.cbn.gov.ng/Out/2017/FPRD/Guide to Bank Charges Circular to all Banks Other Financial Institutions and Mobile Payments Operators.pdf,1243642,5015
2017-04-24,Central Bank of Nigeria,circulars,Bank Verification Number (BVN) Enrollment for OFIs Customers,Bank Verification Number (BVN) Enrollment for OFIs Customers,BVN,OFI/DIR/CIR/GEN/17/139,https://www.cbn.gov.ng/Out/2017/OFISD/CIRCULAR ON BVN OF OFIs0001 (3).pdf,710722,5017
2017-04-24,Central Bank of Nigeria,circulars,Updated List of Comfirmed Bureaux De Change in Compliance with New Requirements,,"List of BDCs, BDC, CBN, Central Bank of Nigeria",FPR/DIR/GEN/CIR/06/018,https://www.cbn.gov.ng/Out/2017/FPRD/UPDATE OF CONFIRMED BDC PUBLICATION YTD 24-04-17.pdf,954126,5021
2017-04-24,Central Bank of Nigeria,circulars,Updated List of Licensed Finance Companies (FCs) in Nigeria as at 24/04/2017,,"List of Finance Companies, FCs, Licensed FCs, CBN, Central Bank of Nigeria",FPR/DIR/GEN/CIR/06/020,https://www.cbn.gov.ng/Out/2017/FPRD/UPDATE  of Licensed Finance Coys  24-04-2017 pdf.xls,45056,5023
2017-04-24,Central Bank of Nigeria,circulars,Updated List of licensed Microfinance Banks (MFBs) in Nigeria as at 24/04/2017,,"List of MFBs, MFBs, Licensed MFBs, CBN, Central Bank of Nigeria ",FPR/DIR/GEN/CIR/06/019,https://www.cbn.gov.ng/Out/2017/FPRD/UPDATE List of MFB as at April 24 2017.pdf,336645,5022
2017-05-01,Central Bank of Nigeria,circulars,RSSF Revised Guidelines May 2017,Revised RSSF Guidelines May 2017,RSSF Guidelines,RSSF_REVISED_GUIDELINE_MAY2017,https://www.cbn.gov.ng/Out/2018/DFD/RSSF May 2017 Revised Guidelines 2017 (V2).pdf,225507,5452
2017-05-02,Central Bank of Nigeria,circulars,Rendition of Returns on Anti-Money Laundering and Combatting Financing of Terrorism (AML/CFT),Rendition of Returns on Anti-Money Laundering and Combatting Financing of Terrorism (AML/CFT),"Anti-Money Laundering, Returns",OFISD/DIR/CIR/GEN/17/128,https://www.cbn.gov.ng/Out/2017/OFISD/Rendition of Returns on Anti-Money Laundering and Combatting Financing of Terrorism.PDF,378971,5034
2017-05-10,Central Bank of Nigeria,circulars,RE: Data Exchange Agreements with at least Two Licenced Credit Bureaux in Nigeria for OFIs,RE: Data Exchange Agreements with at least Two Licenced Credit Bureaux in Nigeria For OFIs,Credit Bureaux,OFI/DIR/CIR/GEN/17/151,https://www.cbn.gov.ng/Out/2017/OFISD/Circular on Data Exchange PDF file_1_20170510133700516.pdf,238168,5056
2017-05-17,Central Bank of Nigeria,circulars,Clarification On Items Valid For Foreign Exchange In The Nigerian Foreign Exchange Markets,Clarification On Items Valid for FX In the Nigerian FX Markets.,Items Valid for FX In The Nigerian Markets,TED/FEM/FPC/GEN/01/007,https://www.cbn.gov.ng/Out/2017/TED/Valid for forex.pdf,162157,5045
2017-06-05,Central Bank of Nigeria,circulars,Further Liberalization of the Inter-Bank Foreign Exchange (FX) Market,,FUTHER LIBERALIZATION OF THE INTER-BANK FOREIGN EXCHANGE (FX) MARKET,FMD/DIR/CIR/GEN/08/008,https://www.cbn.gov.ng/Out/2017/FMD/CIRCULAR ON FURTHER LIBERALIZATION OF FX MARKET.pdf,511029,5054
2017-06-06,Central Bank of Nigeria,circulars,Exports From Nigeria - Compliance With Memorandum 11 of The Foreign Exchange Manual,NXP Mandatort for Exports - Exports From Nigeria - Compliance With Memorandum 11 of The Foreign Exchange Manual,NXP,TED/FEM/FPC/GEN/01/009,https://www.cbn.gov.ng/Out/2017/CCD/nxp-exports-jun2017.pdf,30886,5055
2017-06-12,Central Bank of Nigeria,circulars,Nigerian Treasury Bills Issue Programme Third Quarter 2017,,"NTB, ISSUE",FMD,https://www.cbn.gov.ng/Out/2017/FMD/3rd Qtr 2017 NTB Issue Calender.pdf,31717,5065
2017-06-14,Central Bank of Nigeria,circulars,Letter to All OFIs on Specially Designated Global Terrorist (SDGT),Letter to All OFIs on Specially Designated Global Terrorist (SDGT),Terrorist,OFI/DIR/CIR/GEN/17/204,https://www.cbn.gov.ng/Out/2017/OFISD/LETTER TO ALL OFIs ON GLOBAL DESIGNATED TERRORIST.pdf,150066,5067
2017-07-03,Central Bank of Nigeria,circulars,Unutilized FX Returned To The CBN For The SMIS Wholesale and Retail Interventions,Unutilized FX Returned To The CBN For The SMIS Wholesale and Retail Interventions,FX SMIS,BPS/FPO/DIR/GEN/CIR/01/099,https://www.cbn.gov.ng/Out/2017/CCD/unutilizedfx.pdf,572475,5081
2017-07-24,Central Bank of Nigeria,circulars,Circular on Statements of Payment Finality for the Nigerian Payments Schemes,Circular on Statements of Payment Finality for the Nigerian Payments Schemes,Circular on Statements of Payment Finality for the Nigerian Payments Schemes,BPS/PSV/DIR/GEN/01/001,https://www.cbn.gov.ng/Out/2017/BPSD/Circular on Statements of Payment Finality for the Nigerian Payments Schemes.pdf,622437,5091
2017-07-25,Central Bank of Nigeria,circulars,Introduction Of The Nigeria Customs Service Electronic Auction (eAUCTION) Platform,Nigeria Customs Service Auction (eAUCTION),NCS eAUCTION,TED/FEM/FPC/GEN/01/010,https://www.cbn.gov.ng/Out/2017/TED/NSC eAUCTION.pdf,33468,5092
2017-08-01,Central Bank of Nigeria,circulars," Bank Verification Number (BVN) Enrollment for OFIs Customers - Extension of Timeline to December 31, 2017.","Bank Verification Number (BVN) Enrollment for OFIs Customers - Extension of Timeline to December 31, 2017.","Bank Verification Number, BVN, OFIs",OFI/DIR/CIR/GEN/18/011,https://www.cbn.gov.ng/Out/2017/OFISD/THE BVN ENROLLMENT FOR OFI CUSTOMERS0001.pdf,730204,5101
2017-08-01,Central Bank of Nigeria,circulars,Monitoring the Disbursement of Non-Permissible Income (NPI,Monitoring the Disbursement of Non-Permissible Income (NPI,Monitoring the Disbursement of Non-Permissible Income (NPI,BSD/GDB/CON/NIB/01/03,https://www.cbn.gov.ng/Out/2017/BSD/Circular to NIFI on Monitoring the Disbursement of Non-Permissible Income.pdf,89471,5129
2017-08-08,Central Bank of Nigeria,circulars,Updated List of Bureaux De Change as August 2017,,"Bureaux De Change, BDC, FPRD, CBN",FPR/DIR/GEN/DAB/01/001,https://www.cbn.gov.ng/Out/2017/FPRD/List of BDCs as at August 8 2017.pdf,991629,5102
2017-08-08,Central Bank of Nigeria,circulars,Updated List of Microfinance Banks in Nigeria as at August 2017,,"Microfinance Bank, MFB, FPRD,CBN",FPR/DIR/GEN/DAB/01/002,https://www.cbn.gov.ng/Out/2017/FPRD/List of MFBs as at August 8 2017.pdf,336117,5103
2017-08-15,Central Bank of Nigeria,circulars,Paymenmt of Port and Nigerian Maritime Administration and Safety Agency (NIMASA) Charges by Oil Marketing Companies,Paymenmt of Port and Nigerian Maritime Administration and Safety Agency (NIMASA) Charges by Oil Marketing Companies,"Port, marketing, charges, NIMASA",TED/FEM/FPC/GEN/01/011,https://www.cbn.gov.ng/Out/2017/CCD/ted circular.pdf,32177,5107
2017-08-17,Central Bank of Nigeria,circulars,Commercial Agriculture Credit Scheme Guidelines,Amendment to the Commercial Agriculture Credit Scheme  (CACS)Guidelines,"Amendment, Commercial, Agriculture, Credit Scheme, Guidelines, CACS, CBN, Nigeria",FPR/DIR/GEN/CIR/06/023,https://www.cbn.gov.ng/Out/2017/FPRD/AUGUST 2017 CIRCULAR  ON THE AMENDMENT TO THE CACS GUIDELINE MERGED.pdf,412690,5108
2017-08-24,Central Bank of Nigeria,circulars,Introduction of Two New Instruments for Non-Interest Banks,,"New Instrument, CBN, Non Interest Bank",FMD/DIR/CIR/GEN/08.009,https://www.cbn.gov.ng/Out/2017/FMD/Introduction of Two New Instruments for Non Interest Banks.pdf,701500,5123
2017-09-06,Central Bank of Nigeria,circulars,Further Guidance to Banks and Discount Houses on the Implementation of IFRS 9 (Financial Instruments) In Nigeria ,Further Guidance to Banks and Discount Houses on the Implementation of IFRS 9 (Financial Instruments) In Nigeria ,Further Guidance to Banks and Discount Houses on the Implementation of IFRS 9 (Financial Instruments) In Nigeria ,BSD/DIR/GEN/LAB/10/032,https://www.cbn.gov.ng/Out/2017/BSD/Circular of further Clarification on the Implementation of IFRS 9 in Nigeria.pdf,88868,5135
2017-09-08,Central Bank of Nigeria,circulars,Implementation of Electronic Certificate of Capital Importation (eCCI),Implementation of Electronic Certificate of Capital Importation (eCCI),eCCI,TED/FEM/FP/GEN/01/012,https://www.cbn.gov.ng/Out/2017/CCD/Re Implementation of eCCI.pdf,214243,5127
2017-09-11,Central Bank of Nigeria,circulars,Review of Daily MM Wallet Transaction & BVN Requirement for Mobile Money Wallet Holders,Review of Daily MM Wallet Transaction & BVN Requirement for Mobile Money Wallet Holders,Review of Daily MM Wallet Transaction & BVN Requirement for Mobile Money Wallet Holders,BPS/DIR/GEN/CIR/04/007,https://www.cbn.gov.ng/Out/2017/BPSD/Review of Daily MM Wallet Transaction & BVN Requirement for Mobile Money Wallet Holders.pdf,175311,5128
2017-09-13,Central Bank of Nigeria,circulars,Nigerian Treasury Bills Issue Programme Fourth Quarter 2017,,"NTB,FMD, Issue Programme",FMD,https://www.cbn.gov.ng/Out/2017/FMD/4th Quarter 2017 NTB Issue Programme.pdf,31789,5133
2017-09-22,Central Bank of Nigeria,circulars,"List of Confirmed Bureaux De Change as at September 22, 2017",,"List of Bureaux De Change, Confirmed, Financial Policy and Regulation Department, FPRD, CBN, BDC",FPR/DIR/GEN/CIR/06/025,https://www.cbn.gov.ng/Out/2017/FPRD/BDCS AS AT SEPTEMBER 22 2017.pdf,554572,5146
2017-09-22,Central Bank of Nigeria,circulars,"List of Confirmed Licensed Microfinance Banks as at September 22, 2017",,"Confirmed Microfinance banks, Licensed Microfinance Banks,Financial Policy and Regulation Department, CBN, FPRD,MFB",FPR/DIR/GEN/CIR/06/024,"https://www.cbn.gov.ng/Out/2017/FPRD/Copy of MFB DATABASE PDF SEPT 22, 2017 .pdf",172417,5145
2017-09-28,Central Bank of Nigeria,circulars,Enforcement Of GIFMIS Revenue Reference Numbers,Enforcement Of GIFMIS Revenue Reference Numbers,Enforcement Of GIFMIS Revenue Reference Numbers,BPSD/DIR/GEN/CIR/04/009,https://www.cbn.gov.ng/Out/2017/BPSD/CIRCULAR ON ENFORCEMENT OF GIFMIS REVENUE REFERENCE NUMBERS.pdf,177301,5156
2017-10-17,Central Bank of Nigeria,circulars,Further Clarification on the enforcement of GIFMIS Revenue Reference Numbers,,"Further, Clarification,  enforcement, GIFMIS, Revenue, Reference, Numbers,",BPS/DIR/GEN/CIR/04/010,https://www.cbn.gov.ng/Out/2017/BPSD/CIRCULAR ON FURTHER CLARIFICATION ON THE ENFORCEMENT OF GIFMIS REVEUE REFERENCE NUMBERS.pdf,44390,5158
2017-10-19,Central Bank of Nigeria,circulars,Regulatory Framework for BVN Operations & Watch-List for the Nigerian Financial System,Regulatory Framework for BVN Operations & Watch-List for the Nigerian Financial System,Regulatory Framework for BVN Operations & Watch-List for the Nigerian Financial System,BPS/DIR/GEN/CIR/04/010,https://www.cbn.gov.ng/Out/2017/BPSD/Circular on the Regulatory Framework for BVN  Watchlist for Nigerian Financial System.pdf,552752,5160
2017-10-27,Central Bank of Nigeria,circulars,Re: Repatriation of Export Proceeds (Oil and Non-Oil),,Repatriation,TED/FEM/FPC/GEN/01/013,https://www.cbn.gov.ng/Out/2017/TED/TED.FEM.FPC.GEN.01.013.pdf,186618,5166
2017-10-30,Central Bank of Nigeria,circulars,Guidelines for the Non-oil Export Stimulation Facility (NESF),Guidelines for the Non-oil Export Stimulation Facility (NESF),"Guidelines Non-oil Export Stimulation Facility NESF Objectives, Eligibility criteria, Eligible transactions, lending limit, Tenor, Moratorium,Documentation   ",DFD/ DIR/ GEN/ NESF/ 02/ 001,https://www.cbn.gov.ng/Out/2017/DFD/Guidelines for Non oil Export Stimulation Facility October 2017.pdf,373841,5171
2017-11-10,Central Bank of Nigeria,circulars,Extension Of Settlement Banking Arrangement To All The Clearing Sessions,,"EXTENSION, SETTLEMENT BANKING, ARRANGEMENT, ALL CLEARING, SESSIONS,",BPS/DIR/CIR/GEN/02/039,https://www.cbn.gov.ng/Out/2017/BPSD/EXTENSION OF CENTRAL BANKING ARRANGEMENT.pdf,215204,5178
2017-12-11,Central Bank of Nigeria,circulars,Re: Regulatory Reporting of FGN-Issued Treasury Bills and CBN-Issued OMO Bills,Re: Regulatory Reporting of FGN-Issued Treasury Bills and CBN-Issued OMO Bills,Re: Regulatory Reporting of FGN-Issued Treasury Bills and CBN-Issued OMO Bills,BSD/DIR/GEN/LAB/10/045,https://www.cbn.gov.ng/Out/2017/BSD/Letter to all Banks on Regulatory Reporting of FGN-ISSUED Treasury Bills and CBN-Issued OMO Bills.pdf,130827,5196
2017-12-22,Central Bank of Nigeria,circulars,Re: Extension of Settlement Banking Arrangement to all the Clearing Sessions,Re: Extension of Settlement Banking Arrangement to all the Clearing Sessions,Re: Extension of Settlement Banking Arrangement to all the Clearing Sessions,BPS/DIR/CIR/GEN/02/041,https://www.cbn.gov.ng/Out/2017/BPSD/Re Extension of Settlement Banking Arrangement to All the Clearing Sessions.pdf,203571,5195
2018-01-02,Central Bank of Nigeria,circulars,Bank Verification Number (BVN) Enrollment for OFIs Customers,Bank Verification Number (BVN) Enrollment for OFIs Customers,"BVN, Circular , OFIs",OFISD/DIR/CIR/GEN/018/217,https://www.cbn.gov.ng/Out/2018/OFISD/BANK VERIFICATION NUMBER (BVN) ENROLLMENT FOR OFIs CUSTOMERS.pdf,35551,5203
2018-01-05,Central Bank of Nigeria,circulars,Nigerian Treasury Bills Issue Programme First Quarter 2018,,"Bills, Treasury, Issue",FMD,https://www.cbn.gov.ng/Out/2018/FMD/NTB Calender 1st Qtr 2018.pdf,32634,5185
2018-01-05,Central Bank of Nigeria,circulars,Sanctions on Erring Banks e-Payments Service Providers for Infractions of Payments System Rules and Regulations,,"Sanctions, Erring, Banks, e-Payments, Service Providers, Infractions,Payments System, Rules and Regulations",BPS/DIR/GEN/CIR/01/005,https://www.cbn.gov.ng/Out/2018/BPSD/Sanctions on Erring Banks e-Payments Service Providers for Infractions of Payments System Rules and Regulations.pdf,156575,5201
2018-01-10,Central Bank of Nigeria,circulars,"List of Bureaux De Change in Nigeria as at December 28, 2017",,"Bureaux De Change, CBN, Financial Policy and Regulation, FPRD, updated List of BDCs, Licensed BDCs",FPR/DIR/GEN/CIR/06/027,https://www.cbn.gov.ng/Out/2018/FPRD/List of Licensed BDCs as at December 28 2017.pdf,929915,5204
2018-01-16,Central Bank of Nigeria,circulars,"List of Deposit Money Banks and Financial Holding Companies Operating in Nigeria as at December 29, 2017",List of banks and holdcos operating in Nigeria as at end of 2017,"Financial institutions, Holding companies, banks, Nigeria, Commercial banks, with national authorization,  regional authorization , non interst banks, merchant banks, financial holding companies",FPR/DIR/GEN/CIR/06/028,https://www.cbn.gov.ng/Out/2018/FPRD/Updated list of Commercial Banks as at DECEMBER 29 2017.pdf,72974,5206
2018-01-16,Central Bank of Nigeria,circulars,"List of Licensed Finance Companies as at December 29, 2017",Licensed finance companies registered in Nigeria as at December 2017,"Licensed Finance Companies, Nigeria, 2017, CBN",FPR/DIR/GEN/CIR/06/029,https://www.cbn.gov.ng/Out/2018/FPRD/List of Finance Companies as at December 29 2017 .pdf,118587,5207
2018-01-22,Central Bank of Nigeria,circulars,"List of Microfinance Banks in Nigeria as at December 29, 2017",List of MFB in Nigeria as at December 29 2017,"MFBs, Banks, Nigeria, CBN 29, December, 2017",FPR/DIR/GEN/CIR/06/030,https://www.cbn.gov.ng/Out/2018/FPRD/LIST OF MICROFINANCE BANKS IN NIGERIA AS AT DECEMBER 29 2017.pdf,343445,5209
2018-01-31,Central Bank of Nigeria,circulars,Re: Internal Capital Generation and Dividend Payout Ratio,,Re: Internal Capital Generation and Dividend Payout Ratio,BSD/DIR/GEN/LAB/11/002,"https://www.cbn.gov.ng/Out/2018/BSD/Letter to all banks on  Internal Capital Generation and Dividend Payout  dated Jan 31, 2018.pdf",170603,5217
2018-02-12,Central Bank of Nigeria,circulars,"Charges on The Sale of Foreign Exchange for Invisible Transactions(BTA,PTA,School Fees and Medicals)","Charges on The Sale of Foreign Exchange for Invisible Transactions(BTA,PTA,School Fees and Medicals)","BTA, PTA",TED/FEM/FPC/GEN/01/001,https://www.cbn.gov.ng/Out/2018/CCD/Charges on BTA.pdf,28262,5216
2018-02-20,Central Bank of Nigeria,circulars,Amendment to the Commercial Agriculture Credit Scheme (CACS) Guidelines,Amendment to the Commercial Agriculture Credit Scheme (CACS) Guidelines to accommodate non interest banks,"non interest banks, Amendment to the Commercial Agriculture Credit Scheme, (CACS) CBN, FPRD, DFD, Nigeria",FPR/DIR/CIR/GEN/01/031,https://www.cbn.gov.ng/Out/2018/FPRD/CACS GUIDELINES INCORPORATING NON INTEREST BANKS.pdf,649300,5228
2018-02-28,Central Bank of Nigeria,circulars,Non-oil Export Stimulation Facility (NESF) Guidelines,Guidelines for the Non-oil Export Stimulation Facility (NESF) ,Non-oil Export Stimulation Facility NESF,DFD/ CPO/ GEN/ ESF/ 01/ 009,https://www.cbn.gov.ng/Out/2018/DFD/Guidelines for the Non-oil Export Stimulation Facility February 2018.pdf,375926,5243
2018-02-28,Central Bank of Nigeria,circulars,Temporary Engagement of Pre-Shipment Inspection Agents (PIAs) for Non-Oil Exports,Temporary Engagement of Pre-Shipment Inspection Agents (PIAs) for Non-Oil Exports,Pre-Shipment,TED/FEM/FPC/GEN/01/002,https://www.cbn.gov.ng/Out/2018/CCD/TED_Circular.pdf,397297,5231
2018-03-01,Central Bank of Nigeria,circulars,"Compliance with the Cybercrime (Prohibition, Prevention, Etc.), Act 2015: Collection and Remittance of Levy for the National Cybersecurity Fund","Compliance with the Cybercrime (Prohibition, Prevention, Etc.), Act 2015: Collection and Remittance of Levy for the National Cybersecurity Fund","Compliance with the Cybercrime (Prohibition, Prevention, Etc.), Act 2015: Collection and Remittance of Levy for the National Cybersecurity Fund",BSD/DIR/GEN/LAB/11/006,"https://www.cbn.gov.ng/Out/2018/BSD/Compliance with the Cybercrime (Prohibition, Prevention, Etc.), Act 2015 Collection and Remittance of Levy for the National Cybersecurity Fund.pdf",129004,5300
2018-03-14,Central Bank of Nigeria,circulars,"Regulation For Bill Payments In Nigeria, 2018",,"Regulation For Bill Payments In Nigeria, 2018",BPS/DIR/CIR/01/006,https://www.cbn.gov.ng/Out/2018/BPSD/Regulation for Bill Payments in Nigeria.pdf,424009,5237
