date,amtOffered,auction,auctionDate,auctionNo,id,maturityDate,netType,netValue,rangeBid,rate,rateDescription,securityType,successfulBidRates,tenor,totalAmtRepaid,totalSubscription,totalSuccessful,trueYield,week
2019-06-26,40000,Primary Market,June-26-2019,26-06-2019 10YEAR,3514,April-26-2029,Sales,36360,13.9000-16.5491,14.5,Maginal,FGN BONDS,13.9000-14.5000,10YEAR,0,60300,36360,0,4th Week
2019-06-26,30000,Primary Market,June-26-2019,26-06-2019 30YEAR,3515,April-26-2049,Sales,31490,14.0000-15.7800,14.68,Maginal,FGB BONDS,14.0000-14.6800,30YEAR,0,60490,31490,0,4th Week
2019-07-01,50000,OMO,July-01-2019,02-07-2019 101DAY,3516,October-10-2019,Sales,4060,11.2000-11.6000,11.4,Slop,OMO,11.2000-11.4000,101DAY,0,6060,4060,11.7713,1st Week
2019-07-01,150000,OMO,July-01-2019,02-07-2019 255DAY,3517,March-12-2020,Sales,43110,11.5000-12.1000,11.84,Slop,OMO,11.5000-11.8400,255DAY,0,56810,43110,12.9077,1st Week
2019-07-01,200000,OMO,July-01-2019,01-07-2019 353DAY,3518,June-18-2020,Sales,352830,12.0000-12.4000,12.4,Slop,OMO,12.0000-12.4000,353DAY,0,700790,352830,14.0897,1st Week
2019-07-03,10000,Primary Market,July-03-2019,03-07-20190 91DAY,3522,October-03-2019,Sales,10000,9.3000-14.0000,10.5,Slop,NTB,9.3000-10.5000,91DAY,0,10228.001,10000,10.7823,1st Week
2019-07-03,20000,Primary Market,July-03-2019,03-07-2019 182DAY,3523,January-02-2020,Sales,20000,11.4000-15.0000,11.7,Slop,NTB,11.4000-11.7000,182DAY,0,64177.766,20000,12.4249,1st Week
2019-07-03,58857.012,Primary Market,July-03-2019,03-07-2019 364DAY,3524,July-03-2020,Sales,58857.012,11.5000-15.000,11.91,Slop,NTB,11.5000-11.9100,364DAY,0,315766.8,58857.012,13.5153,1st Week
2019-07-04,50000,OMO,July-04-2019,04-07-2019 112DAY,3519,October-24-2019,Sales,33110,11.3000-11.4000,11.4,Slop,OMO,11.3000-11.4000,112DAY,0,33110,33110,11.8132,1st Week
2019-07-04,50000,OMO,July-04-2019,04-07-2019 266DAY,3520,March-26-2020,Sales,73800,11.5000-11.8400,11.84,Slop,OMO,11.5000-11.8400,266DAY,0,73800,73800,12.9581,1st Week
2019-07-04,200000,OMO,July-04-2019,04-07-2019 364DAY,3521,July-02-2020,Sales,157230,12.1000-12.4000,12.25,Slop,OMO,12.1000-12.2500,364DAY,0,779750,157230,13.9548,1st Week
2019-07-17,5849.034,Primary Market,July-17-2019,17-07-2019-91 Day,3525,October-17-2019,Sales,5849.034,9.0000 - 11.0000,9.74,Issue,NTB,9.0000 - 9.7400,91,0,29153.669,5849.034,9.9824,3rd Week
2019-07-17,26600,Primary Market,July-17-2019,17-07-2019-182 Day,3526,January-16-2020,Sales,26600,10.2500 - 12.0000,10.75,Issue,NTB,10.2500 - 10.7500,182,0,69628.114,26600,11.3589,3rd Week
2019-07-17,74598.126,Primary Market,July-17-2019,17-07-2019-364 Day,3527,July-16-2020,Sales,74598.126,10.7000 - 12.5000,11.139,Issue,NTB,10.7000 - 11.1390,364,0,374767.599,74598.126,12.531,3rd Week
2019-07-18,10000,OMO,July-18-2019,18-7-2019 - 91DAY,3528,October-17-2019,Sales,10000,11.4000 - 11.4000,11.4,Issue,OMO,11.4000 - 11.4000,91DAY,0,41186.19,10000,0,3rd Week
2019-07-18,15000,OMO,July-18-2019,18-07-2019 -182DAY,3529,January-16-2020,Sales,15000,11.8400 - 11.8400,11.84,Issue,OMO,11.84000 - 11.8400,182 DAY,0,56431.445,15000,0,3rd Week
2019-07-18,50000,OMO,July-18-2019,18-7-2019 - 364DAY,3530,July-16-2020,Sales,50000,12.2500 - 12 2500,12.25,Issue,OMO,12.25000 - 12.25000,364 DAY,0,377452.817,50000,0,3rd Week
2019-07-24,40,Primary Market,July-24-2019,24-07-2019-5 Year,3535,April-27-2023,Sales,28.19,12.7000 - 14.7000,13.35,Maginal,FGN Bonds,12.7000 - 13.3500,5 Year,0,52.6,28.19,0,4th Week
2019-07-24,50,Primary Market,July-24-2019,24-07-2019-10 Year,3536,April-26-2029,Sales,7.23,12.9000 - 14.9500,13.64,Maginal,FGN Bonds,12.9000 - 13.6400,10 Year,0,124.05,7.23,0,4th Week
2019-07-24,55,Primary Market,July-24-2019,24-07-2019-30 Year,3537,April-26-2049,Sales,51.4,13.7500 - 15.7800,14.12,Maginal,FGN Bonds,13.7500 - 14.1200,30 Year,0,124.37,51.4,0,4th Week
2019-08-07,10000,OMO,August-07-2019,7-8-2019 85DAY,3531,October-31-2019,Sales,5238,11.3000 - 11.4000,11.3,Issue,OMO,11.3000 - 11.3000,85DAY,0,20948.723,5238,0,2nd Week
2019-08-07,70000,OMO,August-07-2019,7-8-2019 - 344DAY,3532,July-16-2020,Sales,22545.074,11.8900 - 12.2500,12,Issue,OMO,11.8900 - 12.0000,344 DAY,0,365404.604,22545.074,0,2nd Week
2019-08-15,30000,OMO,August-15-2019,15-8-2019-175DAY,3533,February-06-2020,Sales,205.8,11.7900 - 12.6800,11.79,Issue,OMO,11.7900 - 11.7900,175DAY,0,5585.8,205.8,0,3rd Week
2019-08-15,100000,OMO,August-15-2019,15-8-2019-364DAY,3534,August-13-2020,Sales,87965.331,12.2500 - 13.5000,12.88,Issue,OMO,12.2500 - 12.8800,364DAY,0,106265.331,87965.331,0,3rd Week
2019-08-21,40,Primary Market,August-21-2019,21-08-2019-5 Year,3538,April-27-2023,Sales,2.05,12.7500 - 15.5000,14.29,Maginal,FGN Bonds,12.7500 - 14.2900,5 Year,0,10.41,2.05,0,4th Week
2019-08-21,50,Primary Market,August-21-2019,21-08-2019-10 Year,3539,April-26-2029,Sales,2.68,13.7500 - 15.7500,14.39,Maginal,FGN Bonds,13.7500 - 14.3900,10 Year,0,37.47,2.68,0,4th Week
2019-08-21,55,Primary Market,August-21-2019,21-08-2019-30 Year,3540,April-26-2049,Sales,10.3,13.0500 - 15.7500,14.59,Maginal,FGN Bonds,13.0500 - 14.5900,30 Year,0,47.21,10.3,0,4th Week
2019-08-28,24372.79,Primary Market,August-28-2019,28-08-2019 NTB 91DAY,3541,November-28-2019,Sales,24372.79,9.2000-12.4990,11.1,Slop,NTB,9.2000-11.1000,91 DAY,0,29077.546,24372.79,11.4159,5th Week
2019-08-28,38751.846,Primary Market,August-28-2019,28-08-2019 NTB182DAY,3546,August-27-2020,Sales,38751.846,11.0000-15.0000,11.5878,Slop,NTB,11.0000-11.5878,182 DAY,0,46150.87,38751.846,12.2984,5th Week
2019-08-28,145475.021,Primary Market,August-28-2019,28-08-2019 NTB364DAY,3548,August-27-2020,Sales,145475.021,11.8922-14.3199,12.89,Slop,NTB,11.8922-12.8900,364 DAY,0,272541.557,145475.021,14.7914,5th Week
2019-08-29,100000,OMO,August-29-2019,29-08-2019- 91DAY,3552,August-27-2020,Sales,1000,11.5900 - 12.5000,11.59,Issue,OMO,11.5900 - 11.5900,91DAY,0,12500,1000,0,5th Week
2019-08-29,100000,OMO,August-29-2019,29-08-2019 - 189DAY,3553,March-05-2020,Sales,1382.968,11.7900 - 13.1000,11.79,Issue,OMO,11.7900 - 11.7900,189DAY,0,7305.766,1382.968,0,5th Week
2019-08-29,200000,OMO,August-29-2019,29-08-2019 - 364DAY,3554,August-27-2020,Sales,45667.587,12.9900 - 14.5000,13,Issue,OMO,12.9900 - 13.0000,364DAY,0,290829.024,45667.587,0,5th Week
2019-08-30,100000,OMO,August-30-2019,30-08-2019 90DAY,3549,November-28-2019,Sales,2887,11.5800 - 12.5000,11.59,Issue,OMO,11.5800 0 11.5900,90DAY,0,5387,2887,0,5th Week
2019-08-30,100000,OMO,August-30-2019,30-08-2019 188DAY,3550,March-05-2020,Sales,2484.743,11.7900 - 12.0000,11.79,Issue,OMO,11.7900 - 11.7900,188 DAY,0,2984.743,2484.743,0,5th Week
2019-08-30,200000,OMO,August-30-2019,30-08-2019 363 DAY,3551,August-27-2020,Sales,216748.655,12.9800 - 14.5000,13.5,Issue,OMO,12.9800 - 13.5000,363 DAY,0,228748.655,216748.655,0,5th Week
2019-09-05,50000,OMO,September-05-2019,05-09-2019  84DAY,3555,November-28-2019,Sales,640,11.5900 - 12.7500,11.59,Issue,OMO,11.5900 - 11.5900,84 DAY,0,20172.457,640,0,1st Week
2019-09-05,100000,OMO,September-05-2019,05-09-2019 189DAY,3556,March-12-2020,Sales,480.8,11.7900 - 13.3000,11.79,Issue,OMO,11.7900 - 11 7900,189 DAY,0,23045.985,480.8,0,1st Week
2019-09-05,250000,OMO,September-05-2019,05-09-2019 364DAY,3557,September-03-2020,Sales,321484.793,13.4900 - 14.5000,13.5,Issue,OMO,13.4900 - 13.5000,364 DAY,0,408119.793,321484.793,0,1st Week
2019-09-09,20000,OMO,September-09-2019,09-09-2019 80DY,3558,November-28-2019,Sales,145,11.5900-12.6500,11.59,Issue,OMO,11.5900-11.5900,80DAY,0,5145,145,11.8921,1st Week
2019-09-09,30000,OMO,September-09-2019,09-09-2019 185DAY,3559,March-12-2020,Sales,2130,11.79-13.00,11.79,Issue,OMO,11.7900-11.7900,185DAY,0,13890,2130,12.5393,1st Week
2019-09-09,100000,OMO,September-09-2019,09-09-2019 346DAY,3560,August-20-2020,Sales,181.361,13.4800-14.0000,13.5,Issue,OMO,13.4800-13.5000,346DAY,0,211.3613,181.361,15.4812,1st Week
2019-09-11,15000,Primary Market,September-11-2019,11-09-2019 91DAY,3564,December-19-2019,Sales,15000,9.6000-14.0000,11.1,Slop,NTB,9.6000-11.1000,91DAY,0,32324.75,15000,11.4159,2nd Week
2019-09-11,14002.523,Primary Market,September-11-2019,09-11-2019 182DAY,3565,March-19-2020,Sales,14002.523,11.2000-12.9800,11.799,Slop,NTB,11.2000-11.7990,182DAY,0,24214.529,14002.523,12.5366,2nd Week
2019-09-11,129651.7,Primary Market,September-11-2019,9-12-2019 364DAY,3566,September-17-2020,Sales,129651.7,12.5000-14.4480,13.286,Slop,NTB,12.5000-13.2860,364DAY,0,269358.167,129651.7,15.3152,2nd Week
2019-09-12,30000,OMO,September-12-2019,12-09-2019 - 91DAY,3561,December-12-2019,Sales,85414.295,11.5000 - 11.5900,11.59,Issue,OMO,11.5000 - 11.5900,91DAY,0,85414.295,85414.295,0,2nd Week
2019-09-12,70000,OMO,September-12-2019,12-09-2019 - 182day,3562,March-12-2020,Sales,8969.577,11.7800 - 13.0000,11.79,Issue,OMO,11.7800 - 11.7900,182DAY,0,20969.577,8969.577,0,2nd Week
2019-09-12,200000,OMO,September-12-2019,12-09-2019 -364day,3563,September-10-2020,Sales,250000,13.5000 - 14.0000,13.5,Issue,OMO,13.5000 - 13.5000,364DAY,0,385472.487,250000,0,2nd Week
2019-09-18,3000,Primary Market,September-18-2019,9-18-2019 NTB 91DAY,3567,December-19-2019,Sales,3000,10.4000-17.0000,11.1,Slop,NTB,10.4000-11.1000,91 DAY,0,4459.828,3000,11.4159,3rd Week
2019-09-18,8385.196,Primary Market,September-18-2019,9-18-2019 NTB184DAY,3568,March-19-2020,Sales,8385.196,11.3000-12.9800,11.75,Slop,NTB,11.3000-11.7500,182DAY,0,12360.196,8385.196,12.4813,3rd Week
2019-09-18,168361.351,Primary Market,September-18-2019,9-18-2019 NTB364DAY,3569,September-17-2020,Sales,168361.351,12.9500-14.8150,13.3,Slop,NTB,12.9500-13.3000,364DAY,0,359964.726,168361.351,15.3338,3rd Week
2019-09-19,50000,OMO,September-19-2019,19-09-2019 -91DAY,3570,December-19-2019,Sales,1027.258,11.5900 - 11.5900,11.59,Issue,OMO,11.5900 - 11.5900,91 DAY,0,1027.258,1027.258,0,3rd Week
2019-09-19,50000,OMO,September-19-2019,19-09-2019 -175DAY,3571,March-12-2020,Sales,52,11.7900 - 11.7900,11.79,Issue,OMO,11.7900 - 11.7900,175 DAY,0,52,52,0,3rd Week
2019-09-19,200000,OMO,September-19-2019,19-09-2019 - 364DAY,3572,September-17-2020,Sales,350000,13.4300 - 13.5000,13.5,Issue,OMO,13.4300 - 13.5000,364DAY,0,491404.928,350000,0,3rd Week
2019-09-25,45000,Primary Market,September-25-2019,09-25-2019 5YEAR,3576,April-27-2023,Sales,6830,13.9900-14.6500,14.39,Issue,FGN BONDS,13.9900-14.3900,5YEAR,0,14330,6830,0,4th Week
2019-09-25,50000,Primary Market,September-25-2019,09-25-2019 10YEAR,3577,April-26-2029,Sales,56160,13.9900-15.0000,14.43,Issue,FGN BONDS,13.9900-14.4300,10 YEAR,0,82910,56160,0,4th Week
2019-09-25,55000,Primary Market,September-25-2019,09-25-2019 30YEAR,3578,April-26-2049,Sales,37020,13.0000-15.0999,14.64,Issue,FGN BONDS,13.0000-14.6400,30 YEAR,0,63660,37020,0,4th Week
2019-09-26,20000,OMO,September-26-2019,26-09-2019 84DAY,3573,December-19-2019,Sales,301.007,11.5800 - 11.5900,11.59,Issue,OMO,11.5800 - 11.5900,84DAY,0,301.007,301.007,0,5th Week
2019-09-26,30000,OMO,September-26-2019,26-09-2019 182DAY,3574,March-26-2020,Sales,2424.7,11.7800 - 11.7900,11.79,Issue,OMO,11.7800 - 11.7900,182DAY,0,2424.7,2424.7,0,5th Week
2019-09-26,200000,OMO,September-26-2019,26-09-2019 364DAY,3575,September-24-2020,Sales,300000,13.4000 -  13.5000,13.48,Issue,OMO,13.4000 -  13.4800,364DAY,0,678259.272,300000,0,5th Week
2019-10-02,10000,Primary Market,October-02-2019,10-02-2019 91DAY,3579,January-02-2020,Sales,10000,10.9000-17.0000,11.0845,Slop,NTB,10.9000-11.0845,91DAY,0,10390.195,10000,11.4005,1st Week
2019-10-02,17600.581,Primary Market,October-02-2019,10-02-2019 182DAY,3580,April-02-2020,Sales,17600.581,11.3000-15.0000,11.6,Slop,NTB,11.3000-11.6000,182DAY,0,19591.836,17600.581,12.3121,1st Week
2019-10-02,106370.499,Primary Market,October-02-2019,10-02-2019 364DAY,3581,October-01-2020,Sales,106370.499,12.9000-15.1000,13.2,Slop,NTB,12.9000-13.2000,364 DAY,0,308196.553,106370.499,15.201,1st Week
2019-10-10,20000,OMO,October-10-2019,10-10-2019 182DAY,3582,April-09-2020,Sales,18912.9,11.7500 - 11.7900,11.79,Issue,OMO,11.7500 - 11.7900,182DAY,0,18912.9,18912.9,0,2nd Week
2019-10-10,50000,OMO,October-10-2019,10-10-2019 364DAY,3583,October-08-2020,Sales,300000,12.9000 - 13.3900,13.39,Issue,OMO,12.9000 - 13.3900,364DAY,0,1003930.11,300000,0,2nd Week
2019-10-16,5849.034,Primary Market,October-16-2019,10-16-2019 91DAY,3584,January-16-2020,Sales,5849.034,10.2000-11.7000,10.8,Slop,NTB,10.2000-10.8000,91DAY,0,9385.846,5849.034,11.0988,3rd Week
2019-10-16,3500,Primary Market,October-16-2019,10-16-2019 182DAY,3585,April-16-2020,Sales,3500,11.0000-12.7500,11,Slop,NTB,11.0000-11.0000,182DAY,0,38089.612,3500,11.6384,3rd Week
2019-10-16,112535.643,Primary Market,October-16-2019,10-16-2019 364DAY,3586,October-15-2020,Sales,112535.643,12.2500-17.0000,12.94,Slop,NTB,12.2500-12.9400,364DAY,0,586638.186,112535.643,14.8573,3rd Week
2019-10-17,20000,OMO,October-17-2019,17-10-2019 - 91DAY,3589,January-16-2020,Sales,14309.987,10.8000 - 11.5900,11.59,Issue,OMO,10.8000 - 11.5900,91DAY,0,14309.987,14309.987,0,3rd Week
2019-10-17,50000,OMO,October-17-2019,17-10-2019 -182DAY,3590,April-16-2020,Sales,36291.997,11.1500 - 11.7900,11.79,Issue,OMO,11.1500 - 11.7900,182DAY,0,36291.997,36291.997,0,3rd Week
2019-10-17,350000,OMO,October-17-2019,17-10-2019 - 364DAY,3591,October-15-2020,Sales,370000,13.0000 - 13.3500,13.35,Issue,OMO,13.0000 - 13.3500,364DAY,0,1071689.183,370000,0,3rd Week
2019-10-21,30000,OMO,October-21-2019,21-10-2019- 185DAY,3587,April-23-2020,Sales,2650,11.7900 - 12.5000,11.79,Issue,OMO,11.7900 - 11.7900,185-DAY,0,7650,2650,0,4th Week
2019-10-21,60000,OMO,October-21-2019,21-10-2019 -353DAY,3588,October-08-2020,Sales,267685.901,13.1990 - 13.3900,13.5,Issue,OMO,13.990 - 13.5000,353-DAY,0,272685.901,267685.901,0,4th Week
2019-10-23,50,Primary Market,October-23-2019,23-10-2019 5 Year,3595,April-27-2023,Sales,29.11,13.9900-14.4000,14.05,Maginal,FGN Bonds,13.9900-14.0500,5 year,0,63.67,29.11,0,4th Week
2019-10-23,50,Primary Market,October-23-2019,23-10-2019 10 Year,3596,April-26-2029,Sales,64.4,13.4000-14.8600,14.2333,Maginal,FGN Bonds,13.4000-14.2333,10 Year,0,119.78,64.4,0,4th Week
2019-10-23,50,Primary Market,October-23-2019,23-10-2019 30 Year,3597,April-26-2049,Sales,46.3,14.3000-15.1200,14.6,Maginal,FGN Bonds,14.3000-14.6000,30 Year,0,72.54,46.3,0,4th Week
2019-10-24,30000,OMO,October-24-2019,24-10-2019 -105DAY,3592,February-06-2020,Sales,5500,11.5500 - 11.5500,11.55,Issue,OMO,11.5500 - 11.5500,105DAY,0,5500,5500,0,4th Week
2019-10-24,70000,OMO,October-24-2019,24-10-2019 - 189DAY,3593,April-30-2020,Sales,30662.792,11.6500 - 11.7900,11.79,Issue,OMO,11.6500 - 11.7900,189DAY,0,30662.792,30662.792,0,4th Week
2019-10-24,250000,OMO,October-24-2019,24-10-2019 - 364DAY,3594,October-22-2020,Sales,284532.554,13.2500 - 13.3500,13.3399,Issue,OMO,284532.554,364DAY,0,347732.554,284532.554,0,4th Week
2019-10-30,28018.956,Primary Market,October-30-2019,30-10-2019 91DAY,3598,January-30-2020,Sales,28018.956,9.2500-11.0000,9.4999,Issue,NTB,9.2500-9.4999,91,0,72441.258,28018.956,9.7304,5th Week
2019-10-30,10615.398,Primary Market,October-30-2019,30-10-2019 182DAY,3599,April-30-2020,Sales,10615.398,10.3000-15.0000,10.45,Issue,NTB,10.3000-10.4500,182,0,49676.67,10615.398,11.0244,5th Week
2019-10-30,93915.151,Primary Market,October-30-2019,30-10-2019 364DAY,3600,October-29-2020,Sales,93915.151,10.5000-14.0000,11.5,Issue,NTB,10.5000-11.5000,364,0,443503.4,93915.151,12.9897,5th Week
2019-10-31,50000,OMO,October-31-2019,31-10-2019 - 96DAY,3601,February-04-2020,Sales,16500,11.3900 - 11.5500,11.55,Issue,OMO,11.3900 - 11.5500,96DAY,0,16500,16500,0,5th Week
2019-10-31,50000,OMO,October-31-2019,31-10-2019 - 187DAY,3602,May-05-2020,Sales,10500,11.5000 - 13.0000,11.75,Issue,OMO,11.5000 - 11.7500,187DAY,0,11500,10500,0,5th Week
2019-10-31,230000,OMO,October-31-2019,31-10-2019 - 362DAY,3603,October-27-2020,Sales,336089.129,13.0000 - 14.2000,13.32,Issue,OMO,13.000 - 13.3200,362DAY,0,419089.129,336089.129,0,5th Week
2019-11-07,30000,OMO,November-07-2019,03-11-2019 180DAY,3604,May-05-2020,Sales,8000,11.6900 - 11.6900,11.69,Issue,OMO,11.6900 - 11.6900,180DAY,0,8000,8000,0,1st Week
2019-11-07,250000,OMO,November-07-2019,03-11-2019 362DY,3605,November-03-2020,Sales,224450,13.2400 - 13.3000,13.3,Issue,OMO,13.2400 - 13.3000,362DAY,0,224450,224450,0,1st Week
2019-11-13,4384.18,Primary Market,November-13-2019,13-11-2019 91DAY,3606,February-13-2020,Sales,4384.18,7.0000-10.5000,7.7998,Issue,NTB,7.0000-7.7998,91 DAY,0,58431.175,4384.18,7.9545,3rd Week
2019-11-13,12920.9,Primary Market,November-13-2019,13-11-2019 182DAY,3607,May-14-2020,Sales,12920.9,8.0000-13.0000,9,Issue,NTB,8.0000-9.0000,182 DAY,0,57853.312,12920.9,9.4229,3rd Week
2019-11-13,107938.478,Primary Market,November-13-2019,13-11-2019 364DAY,3608,November-12-2020,Sales,107938.478,9.0000-13.3200,10,Issue,NTB,9.0000-10.0000,364 DAY,0,439700.091,107938.478,11.1077,3rd Week
2019-11-20,50000,Primary Market,November-20-2019,11-20-2019 5YEAR,3632,April-27-2023,Sales,19870,11.4890-14.0000,12,Slop,FGN BONDS,11.4890-12.0000,5YEAR,0,43050,19870,0,3rd Week
2019-11-20,50000,Primary Market,November-20-2019,11-20-2019 10YEAR,3633,April-26-2029,Sales,61700,12.0000-14.5500,12.93,Slop,FGN BONDS,12.0000-12.9300,10 YEAR,0,94210,61700,0,3rd Week
2019-11-20,50000,Primary Market,November-20-2019,11-20-2019 30YEAR,3634,April-26-2049,Sales,76360,12.8000-14.8000,13.39,Slop,FGN BONDS,12.8000-13.3900,30YEAR,0,115090,76360,0,3rd Week
2019-11-27,24372.79,Primary Market,November-27-2019,27-11-2019 91 DAY,3609,February-27-2020,Sales,20372.79,6.0000-12.0000,6.495,Issue,NTB,6.0000-6.4950,91 DAY,0,106878.497,20372.79,6.6019,5th Week
2019-11-27,23157.656,Primary Market,November-27-2019,27-11-2019 182 DAY,3610,May-28-2020,Sales,19157.656,6.7000-11.5000,7.23,Issue,NTB,6.7000-7.2300,182 DAY,0,107627.97,19157.656,7.5004,5th Week
2019-11-27,103071.723,Primary Market,November-27-2019,27-11-2019 364 DAY,3611,November-26-2020,Sales,111071.723,7.7100-14.4000,8.37,Issue,NTB,7.7100-8.3700,364 DAY,0,319419.121,111071.723,9.1323,5th Week
2019-11-28,150000,OMO,November-28-2019,28-11-2019 - 355DAY,3612,November-17-2020,Sales,281450,13.1900 - 13.3000,13.3,Issue,OMO,13.1900 - 13.3000,355DAY,0,281450,281450,0,5th Week
2019-12-05,50000,OMO,December-05-2019,05-12-2019 96DAY,3613,March-10-2020,Sales,980,11.5000-11.5000,11.5,Slop,OMO,11.5000-11.5000,96DAY,0,980,980,11.8587,1st Week
2019-12-05,100000,OMO,December-05-2019,05-12-2019 187DAY,3614,June-09-2020,Sales,0,0.0000-0.0000,0,Slop,OMO,0.0000-0.0000,187DAY,0,0,0,0,1st Week
2019-12-05,250000,OMO,December-05-2019,05-12-2019 362DAY,3615,December-01-2020,Sales,189841.158,13.2400-13.3000,13.3,Slop,OMO,13.2400-13.3000,362DAY,0,189841.158,189841.158,15.3209,1st Week
2019-12-11,5000,Primary Market,December-11-2019,11-12-2019 91DAY,3616,March-12-2020,Sales,1800,5.0000-7.5000,5,Slop,NTB,5.0000-5.0000,91DAY,0,53855.286,1800,5.0631,2nd Week
2019-12-11,10000,Primary Market,December-11-2019,11-12-2019 182DAY,3617,June-11-2020,Sales,4500,5.0000-8.5000,6.19,Slop,NTB,5.0000-6.1900,182DAY,0,46283.061,4500,6.3871,2nd Week
2019-12-11,30000,Primary Market,December-11-2019,11-12-2019 364DAY,3618,December-10-2020,Sales,38700,6.4000-13.4000,6.88,Slop,NTB,6.4000-6.8800,364DAY,0,192434.283,38700,7.3868,2nd Week
2019-12-12,20000,OMO,December-12-2019,12-12-2019 89DAY,3619,March-10-2020,Sales,0,0.00-0.00,0,Issue,OMO,0.00-0.00,89 DAY,0,0,0,0,2nd Week
2019-12-12,80000,OMO,December-12-2019,12-12-2019 180DAY,3620,June-09-2020,Sales,0,0.00-0.00,0,Issue,OMO,0.00-0.00,180 DAY,0,0,0,0,2nd Week
2019-12-12,250000,OMO,December-12-2019,12-12-2019 362 DAY,3621,December-08-2020,Sales,289115,13.2400-13.3000,13.28,Issue,OMO,13.2400-13.2800,362 DAY,0,359815,289115,15.2944,2nd Week
2019-12-16,30000,OMO,December-16-2019,16-12-2019 85DAY,3622,March-10-2020,Sales,0,0.00-0.00,0,Slop,OMO,0.00-0.00,85DAY,0,0,0,0,3rd Week
2019-12-16,70000,OMO,December-16-2019,16-12-2019 176DAY,3623,June-09-2020,Sales,0,0.00-0.00,0,Slop,OMO,0.00-0.00,176DAY,0,0,0,0,3rd Week
2019-12-16,150000,OMO,December-16-2019,16-12-2019 351DAY,3624,December-01-2020,Sales,229082.047,13.1900-13.2800,13.28,Slop,OMO,13.1900-13.2800,351DAY,0,229082.047,229082.047,15.2242,3rd Week
2019-12-18,2000,Primary Market,December-18-2019,12-18-2019 91DAY,3625,March-19-2020,Sales,2000,3.0000-6.2700,4,Slop,NTB,3.0000-4.000,91DAY,0,24716.838,2000,4.0403,3rd Week
2019-12-18,2000,Primary Market,December-18-2019,12-18-2019 182 DAY,3626,June-18-2020,Sales,2000,4.2000-6.0100,5,Slop,NTB,4.2000-5.0000,182 DAY,0,18681.653,2000,5.1278,3rd Week
2019-12-18,3000,Primary Market,December-18-2019,12-18-2019 364DAY,3627,December-17-2020,Sales,3000,5.0000-13.3200,5.495,Slop,NTB,5.0000-5.4950,364DAY,0,56614.975,3000,5.8136,3rd Week
2019-12-18,50000,Primary Market,December-18-2019,12-18-2019 5YEAR,3635,April-27-2023,Sales,67340,9.0000-12.7500,11,Slop,FGN BONDS,9.0000-11.0000,5 YEAR,0,70700,67340,0,3rd Week
2019-12-18,50000,Primary Market,December-18-2019,12-18-2019 10YEAR,3636,April-26-2029,Sales,78840,10.5000-13.2500,12,Slop,FGN BONDS,10.5000-12.0000,10YEAR,0,91910,78840,0,3rd Week
2019-12-18,50000,Primary Market,December-18-2019,12-18-2019 30YEAR,3637,April-26-2049,Sales,118220,9.4000-14.0000,13,Slop,FGN BONDS,9.4000-13.0000,30 YEAR,0,125820,118220,0,3rd Week
2019-12-19,20000,OMO,December-19-2019,12-19-2019 89DAY,3628,March-17-2020,Sales,0,0.0000-0.0000,0,Slop,OMO,0.0000-0.0000,89DAY,0,0,0,0,3rd Week
2019-12-19,30000,OMO,December-19-2019,12-19-2019 180DAY,3629,June-16-2020,Sales,2374.36,11.5000-11.5000,11.5,Slop,OMO,11.5000-11.5000,180DAY,0,2374.36,2374.36,12.1914,3rd Week
2019-12-19,300000,OMO,December-19-2019,12-19-2019 364DAY,3630,December-15-2020,Sales,337640,13.2200-13.2800,13.28,Slop,OMO,13.2200-13.2800,362DAY,0,337640,337640,15.2944,3rd Week
2019-12-27,100000,OMO,December-27-2019,27-12-2019 361DAY,3631,December-22-2020,Sales,250506.265,13.2300-13.2800,13.28,Issue,OMO,13.2300-13.2800,361DAY,0,250506.265,250506.265,15.288,4th Week
2020-01-02,10000,Primary Market,January-02-2020,01-02-2020 91DAY,3638,April-02-2020,Sales,10000,3.0000-14.0000,3.5,Slop,NTB,3.0000-3.5000,91DAY,0,37150.766,10000,3.5308,1st Week
2020-01-02,20000,Primary Market,January-02-2020,01-02-2020 182DAY,3639,July-02-2020,Sales,20000,3.8400-6.5000,4.9,Slop,NTB,3.8400-4.9000,182DAY,0,31631.605,20000,5.0227,1st Week
2020-01-02,44837.72,Primary Market,January-02-2020,01-02-2020 364DAY,3640,December-31-2020,Sales,44837.72,3.9800-13.3200,5.2,Slop,NTB,3.9800-5.2000,364DAY,0,105901.127,44837.72,5.4844,1st Week
2020-01-03,0,OMO,January-03-2020,01-03-2020 81DAY,3641,March-24-2020,Sales,0,0,0,Slop,OMO,0,81DAY,0,0,0,0,1st Week
2020-01-03,30000,OMO,January-03-2020,01-03-2020 179DAY,3642,June-30-2020,Sales,0,12.0000-12.0000,0,Slop,OMO,0,179DAY,0,0,0,0,1st Week
2020-01-03,250000,OMO,January-03-2020,01-03-2020 361DAY,3643,December-29-2020,Sales,481280,13.2500-13.2800,13.26,Issue,OMO,13.2500-13.2600,361DAY,0,544780,481280,15.2615,1st Week
2020-01-09,20000,OMO,January-09-2020,01-10-2020 89DAY,3644,April-07-2020,Sales,100,11.4800-11.4800,11.48,Slop,OMO,11.4800-11.4800,89DAY,0,100,100,11.8106,2nd Week
